state,year,quarter,price
AZ,2018,3,404.04,,,,
AZ,2018,4,408.6,,,,
AZ,2019,1,413.97,,,,
AZ,2019,2,422.05,,,,
AZ,2019,3,428.39,,,,
AZ,2019,4,435.68,,,,
AZ,2020,1,444.36,,,,
AZ,2020,2,452.21,,,,
AZ,2020,3,463.3,,,,
AZ,2020,4,479.67,,,,
AZ,2021,1,500.63,,,,
AZ,2021,2,539.69,,,,
AZ,2021,3,585.08,,,,
AZ,2021,4,613.94,,,,
AR,1975,1,66.73,,,,
AR,1975,2,60.48,,,,
AR,1975,3,65.12,,,,
AR,1975,4,62.6,,,,
AR,1976,1,66.82,,,,
AR,1976,2,68.65,,,,
AR,1976,3,71.55,,,,
AR,1976,4,72.28,,,,
AR,1977,1,73.19,,,,
AR,1977,2,75.17,,,,
AR,1977,3,78.38,,,,
AR,1977,4,81.13,,,,
AR,1978,1,81.15,,,,
AR,1978,2,83.53,,,,
AR,1978,3,86.26,,,,
AR,1978,4,86.37,,,,
AR,1979,1,91.99,,,,
AR,1979,2,94.87,,,,
AR,1979,3,99.52,,,,
AR,1979,4,101.43,,,,
AR,1980,1,100,,,,
AR,1980,2,101.14,,,,
AR,1980,3,106.94,,,,
AR,1980,4,109.16,,,,
AR,1981,1,109.91,,,,
AR,1981,2,106.59,,,,
AR,1981,3,109.2,,,,
AR,1981,4,103.07,,,,
AR,1982,1,103.15,,,,
AR,1982,2,106.21,,,,
AR,1982,3,110.95,,,,
AR,1982,4,108.61,,,,
AR,1983,1,113.31,,,,
AR,1983,2,116.51,,,,
AR,1983,3,118.36,,,,
AR,1983,4,118.36,,,,
AR,1984,1,120.67,,,,
AR,1984,2,118.88,,,,
AR,1984,3,119.65,,,,
AR,1984,4,121.13,,,,
AR,1985,1,121.26,,,,
AR,1985,2,119.98,,,,
AR,1985,3,124.14,,,,
AR,1985,4,124.39,,,,
AR,1986,1,125.7,,,,
AR,1986,2,128.74,,,,
AR,1986,3,126.71,,,,
AR,1986,4,128.21,,,,
AR,1987,1,129.25,,,,
AR,1987,2,130.85,,,,
AR,1987,3,127.71,,,,
AR,1987,4,124.12,,,,
AR,1988,1,126.58,,,,
AR,1988,2,127.54,,,,
AR,1988,3,126.78,,,,
AR,1988,4,126.28,,,,
AR,1989,1,127.27,,,,
AR,1989,2,126.9,,,,
AR,1989,3,128.12,,,,
AR,1989,4,127.17,,,,
AR,1990,1,127.86,,,,
AR,1990,2,128.06,,,,
AR,1990,3,128.8,,,,
AR,1990,4,128.3,,,,
AR,1991,1,129.58,,,,
AR,1991,2,130.25,,,,
AR,1991,3,131.45,,,,
AR,1991,4,133.7,,,,
AR,1992,1,134.78,,,,
AR,1992,2,134.13,,,,
AR,1992,3,136.49,,,,
AR,1992,4,137.14,,,,
AR,1993,1,138.33,,,,
AR,1993,2,140.6,,,,
AR,1993,3,143.16,,,,
AR,1993,4,144.9,,,,
AR,1994,1,147.7,,,,
AR,1994,2,148.96,,,,
AR,1994,3,150.81,,,,
AR,1994,4,151.85,,,,
AR,1995,1,152.63,,,,
AR,1995,2,156.81,,,,
AR,1995,3,158.78,,,,
AR,1995,4,159.54,,,,
AR,1996,1,161.87,,,,
AR,1996,2,162.19,,,,
AR,1996,3,161.96,,,,
AR,1996,4,163.66,,,,
AR,1997,1,165.17,,,,
AR,1997,2,166.69,,,,
AR,1997,3,167.6,,,,
AR,1997,4,169.84,,,,
AR,1998,1,171.66,,,,
AR,1998,2,171.6,,,,
AR,1998,3,174.41,,,,
AR,1998,4,176.35,,,,
AR,1999,1,177.13,,,,
AR,1999,2,177.33,,,,
AR,1999,3,178.01,,,,
AR,1999,4,178.65,,,,
AR,2000,1,179.54,,,,
AR,2000,2,181.27,,,,
AR,2000,3,182.31,,,,
AR,2000,4,184.78,,,,
AR,2001,1,189.39,,,,
AR,2001,2,190.52,,,,
AR,2001,3,192.49,,,,
AR,2001,4,194.42,,,,
